grid_id,avg_pop,sample_count,grid_lon,grid_lat,pop_weight
다사56754700,6.377076545698925,1488,127.01055426640286,37.52128272064797,0.0006904696745421775
다사56754750,92.84288568548388,1488,127.0105248240753,37.52578937112133,0.01005244277741169
다사56754775,109.9386080645161,1488,127.0105101004523,37.528042695057756,0.011903459898270177
다사57004725,239.3091052419355,1488,127.01336870351535,37.52354773733141,0.025910882334135313
다사57004750,176.7027344758065,1488,127.01335406661903,37.525801063080536,0.019132258910473987
다사57254650,795.1990081317207,1488,127.01624150830705,37.51679937530903,0.08609913906573545
다사57254675,70.79690701281187,1483,127.01622696135874,37.519052704598586,0.007665443090329325
다사57254700,553.8770262096774,1488,127.01621241279037,37.52130603302146,0.059970315125246844
다사57254725,24.584571706989248,1488,127.01619786260181,37.523559360577664,0.0026618625484012047
다사57254750,88.97506243279572,1488,127.01618331079283,37.52581268726719,0.009633659241831977
다사57254775,14.358483064516129,1488,127.01616875736325,37.528066013089976,0.0015546460917365763
다사57504575,983.5873888440857,1488,127.01911378981438,37.51005093211142,0.10649664613435073
다사57504600,1045.09356969086,1488,127.0190993327557,37.5123042649354,0.11315614792443784
다사57504625,735.0621476466579,2932,127.01908487408704,37.51455759689284,0.07958789865807327
다사57504650,3674.7732196236557,1488,127.01907041380821,37.51681092798373,0.3978812941615344
다사57504675,1490.8371108870977,1488,127.01905595191899,37.51906425820801,0.16141845050360693
다사57504700,1542.8374113575267,1488,127.01904148841919,37.52131758756568,0.167048715450972
다사57504725,1911.866198790323,1488,127.0190270233087,37.52357091605673,0.20700482777445847
다사57504750,226.42946895161293,1488,127.01901255658723,37.525824243681136,0.024516356454780987
다사57504775,128.7670620967742,1488,127.01899808825463,37.52807757043889,0.013942086286807709
다사57754500,76.27019369433557,2807,127.02198554828693,37.50330240778978,0.008258056092005866
다사57754525,1341.483059946237,1488,127.02197118105958,37.505555744142235,0.14524733475712198
다사57754550,2596.592324731184,1488,127.02195681223228,37.50780907962825,0.2811426591053031
다사57754575,1824.5306637096783,1488,127.02194244180482,37.5100624142478,0.1975486862257466
다사57754600,2327.3528540322586,1488,127.02192806977702,37.51231574800088,0.25199110535254504
다사57754625,1214.950495766129,1488,127.02191369614872,37.51456908088747,0.13154718582800934
다사57754650,1125.7387988239248,2976,127.02189932091969,37.51682241290753,0.12188790529223086
다사57754675,2335.7072714381725,1488,127.02188494408978,37.51907574406106,0.2528956690387284
다사57754700,1670.3499022849467,1488,127.02187056565877,37.521329074348046,0.1808549646750149
다사57754725,1634.8437742607525,1488,127.02185618562648,37.52358240376846,0.17701058481138396
다사57754750,272.69675658602154,1488,127.02184180399274,37.52583573232228,0.02952588688866386
다사57754775,646.5521576612903,1488,127.02182742075735,37.52808906000949,0.07000459453102045
다사58004425,585.5878750672041,1488,127.02485678397426,37.49655380239527,0.06340376606992465
다사58004450,1321.2936221102148,1488,127.02484250651992,37.49880714227023,0.14306134961613604
다사58004475,5173.845949395162,1488,127.02482822747568,37.50106048127885,0.5601914455958141
다사58004500,1013.104511122312,2976,127.02481394684129,37.503313819421116,0.10969257418489523
다사58004525,3658.6230610887073,1488,127.02479966461662,37.50556715669701,0.3961326567369215
다사58004550,2110.659892271506,1488,127.02478538080145,37.507820493106536,0.22852895655907637
다사58004575,2285.871623991936,1488,127.0247710953956,37.51007382864963,0.24749977908410492
다사58004600,668.8734117607524,1488,127.02475680839888,37.51232716332631,0.07242139930715628
다사58004625,516.1233634408602,1488,127.02474251981111,37.514580497136556,0.055882586358318054
다사58004650,2262.409804368279,1488,127.0247282296321,37.51683383008034,0.244959481058258
다사58004675,1437.964953561828,1488,127.02471393786166,37.51908716215764,0.15569378638845782
다사58004700,1906.7461745295705,1488,127.02469964449963,37.521340493368434,0.20645046380224708
다사58004725,2195.4332803763446,1488,127.02468534954578,37.52359382371272,0.23770768497406833
다사58004750,1924.3893720430108,1488,127.02467105299993,37.52584715319048,0.20836075808171667
다사58004775,504.5143875190259,2628,127.02465675486191,37.52810048180168,0.05462563957885323
다사58254375,447.9502034274194,1488,127.02771330938617,37.49205845937057,0.04850122606419707
다사58254400,4329.920351680106,1488,127.02769912006667,37.494311801895826,0.468816498374091
다사58254425,4658.177086827956,1488,127.02768492916711,37.49656514355482,0.504358069728865
다사58254450,4755.466076545699,1488,127.02767073668726,37.49881848434758,0.5148919086416587
다사58254475,1633.091523588709,1488,127.02765654262693,37.50107182427405,0.17682086214731177
다사58254500,640.1890516801076,1488,127.02764234698594,37.50332516333422,0.06931563750119339
다사58254525,429.53634223790306,2976,127.02762814976415,37.50557850152808,0.04650748917685087
다사58254550,1484.189706989248,1488,127.02761395096128,37.50783183885561,0.16069871148636175
다사58254575,2882.867068145161,1488,127.02759975057725,37.510085175316775,0.3121386848701201
다사58254600,2766.2204571236557,1488,127.0275855486118,37.512338510911576,0.29950892467023854
다사58254625,617.1153820900539,2976,127.02757134506474,37.51459184564,0.0668173659157467
다사58254650,430.95185863575256,2976,127.02755713993592,37.51684517950202,0.04666075237504652
다사58254675,642.2216096774193,3007,127.02754293322516,37.51909851249761,0.06953571007658665
다사58254700,1695.2578740927415,2976,127.02752872493225,37.52135184462675,0.1835518429489998
다사58254725,1014.9228338709678,2976,127.02751451505702,37.52360517588943,0.10988945071718709
다사58254750,2764.536111466039,2974,127.02750030359928,37.525858506285644,0.2993265543333456
다사58254775,136.82788662634414,1488,127.02748609055884,37.52811183581536,0.014814861585894816
다사58504300,140.5858002978407,1343,127.03058358990761,37.485309695494394,0.015221744804423197
다사58504325,659.4289434210526,2128,127.03056949025466,37.4875630415303,0.07139881177288328
다사58504350,3956.7455487231186,1488,127.03055538903165,37.48981638670009,0.4284114816084012
다사58504375,1391.8589943548388,1488,127.03054128623836,37.49206973100371,0.15070172358037126
다사58504400,2952.117742137097,1488,127.03052718187463,37.49432307444116,0.31963671158979123
다사58504425,1125.268925,1488,127.03051307594025,37.496576417012456,0.12183703031465198
다사58504450,5291.5943440188175,1488,127.03049896843505,37.49882975871753,0.5729404999832032
다사58504475,904.7496028225805,1488,127.03048485935885,37.50108309955637,0.09796058732028352
다사58504500,816.741427688172,1488,127.03047074871147,37.503336439528965,0.08843161654399721
다사58504525,1347.1027276881714,2976,127.03045663649269,37.50558977863531,0.14585579697785941
다사58504550,1192.0835140793008,2976,127.03044252270236,37.50784311687538,0.12907129310664706
다사58504575,619.3448757728494,2976,127.03042840734028,37.51009645424913,0.06705876144652356
다사58504600,892.6599784946236,1488,127.03041429040627,37.51234979075657,0.09665159895935635
